song,artist,date,loveSong
Somethin Tells Me,Bryson Tiller,16/6/2017,
Self-Made,Bryson Tiller,16/6/2017,
Don't Get Too High,Bryson Tiller,16/6/2017,
Run Me Dry,Bryson Tiller,16/6/2017,
No Longer Friends,Bryson Tiller,16/6/2017,
Met Gala,Gucci Mane Featuring Offset,16/6/2017,
Strangers,Halsey Featuring Lauren Jauregui,16/6/2017,
There For You,Martin Garrix x Troye Sivan,16/6/2017,
No Such Thing As A Broken Heart,Old Dominion,16/6/2017,
Butterfly Effect,Travis Scott,16/6/2017,
4:00 am,2 Chainz Featuring Travis Scott,23/6/2017,
To The Max,DJ Khaled Featuring Drake,23/6/2017,
Small Town Boy,Dustin Lynch,23/6/2017,
Down,Fifth Harmony Featuring Gucci Mane,23/6/2017,
It's Everyday Bro,Jake Paul Featuring Team 10,23/6/2017,
Somebody Else Will,Justin Moore,23/6/2017,
Know No Better,"Major Lazer Featuring Travis Scott, Camila Cabello & Quavo",23/6/2017,
Whatever You Need,Meek Mill Featuring Chris Brown & Ty Dolla $ign,23/6/2017,
Nobody Else But You,Trey Songz,23/6/2017,
It's A Vibe,"2 Chainz Featuring Ty Dolla $ign, Trey Songz & Jhene Aiko",30/6/2017,
Do I Make You Wanna,Billy Currington,30/6/2017,
It Ain't My Fault,Brothers Osborne,30/6/2017,
2U,David Guetta Featuring Justin Bieber,30/6/2017,
What Ifs,Kane Brown Featuring Lauren Alaina,30/6/2017,
Love Galore,SZA Featuring Travis Scott,30/6/2017,
Escapate Conmigo,Wisin Featuring Ozuna,30/6/2017,
Feels,"Calvin Harris Featuring Pharrell Williams, Katy Perry & Big Sean",7/7/2017,
Wild Thoughts,DJ Khaled Featuring Rihanna & Bryson Tiller,7/7/2017,
First Day Out,Kodak Black,7/7/2017,
Real Hitta,Plies Featuring Kodak Black,7/7/2017,
Feel It Still,Portugal. The Man,7/7/2017,
Relationship,Young Thug Featuring Future,7/7/2017,
Don't Quit,DJ Khaled & Calvin Harris Featuring Travis Scott & Jeremih,14/7/2017,
On Everything,"DJ Khaled Featuring Travis Scott, Rick Ross & Big Sean",14/7/2017,
Signs,Drake,14/7/2017,
Crew,GoldLink Featuring Brent Faiyaz & Shy Glizzy,14/7/2017,
No Complaints,Metro Boomin Featuring Offset & Drake,14/7/2017,
Bodak Yellow (Money Moves),Cardi B,21/7/2017,
Extra Luv,Future Featuring YG,21/7/2017,
Mi Gente,J Balvin & Willy William Featuring Beyonce,21/7/2017,
Heartache On The Dance Floor,Jon Pardi,21/7/2017,
Who Dat Boy,"Tyler, The Creator",21/7/2017,
Rake It Up,Yo Gotti Featuring Nicki Minaj,21/7/2017,
Bank Account,21 Savage,28/7/2017,
Famous,21 Savage,28/7/2017,
Sorry Not Sorry,Demi Lovato,28/7/2017,
The Story Of O.J.,JAY-Z,28/7/2017,
4:44,JAY-Z,28/7/2017,
Kill Jay Z,JAY-Z,28/7/2017,
Moonlight,JAY-Z,28/7/2017,
Marcy Me,JAY-Z,28/7/2017,
Family Feud,JAY-Z Featuring Beyonce,28/7/2017,
Bam,"JAY-Z Featuring Damian ""Jr. Gong"" Marely",28/7/2017,
Caught Their Eyes,JAY-Z Featuring Frank Ocean,28/7/2017,
Smile,JAY-Z Featuring Gloria Carter,28/7/2017,
Praying,Kesha,28/7/2017,
Glorious,Macklemore Featuring Skylar Grey,28/7/2017,
Fetish,Selena Gomez Featuring Gucci Mane,28/7/2017,
Get Low,Zedd & Liam Payne,28/7/2017,
A Lie,French Montana Featuring The Weeknd & Max B,4/8/2017,
Jerika,Jake Paul & Erika Costell Featuring Uncle Kade,4/8/2017,
Woman,Kesha Featuring The Dap-Kings Horns,4/8/2017,
Young Dumb & Broke,Khalid,4/8/2017,
What's My Name,"China Anne McClain, Thomas Doherty & Dylan Playfair",11/8/2017,
It's Goin' Down,Descendants 2 Cast,11/8/2017,
Numb,Linkin Park,11/8/2017,0
In The End,Linkin Park,11/8/2017,0
Back To You,Louis Tomlinson Featuring Bebe Rexha & Digital Farm Animals,11/8/2017,
Issues,Meek Mill,11/8/2017,
Wins & Losses,Meek Mill,11/8/2017,
1942 Flows,Meek Mill,11/8/2017,
Heavy Heart,Meek Mill,11/8/2017,
F**k That Check Up,Meek Mill Featuring Lil Uzi Vert,11/8/2017,
We Ball,Meek Mill Featuring Young Thug,11/8/2017,
Imitadora,Romeo Santos,11/8/2017,
Every Little Thing,Carly Pearce,18/8/2017,
For Her,Chris Lane,18/8/2017,
New Rules,Dua Lipa,18/8/2017,
You Da Baddest,Future Featuring Nicki Minaj,18/8/2017,
They Don't Know,Jason Aldean,18/8/2017,
All The Pretty Girls,Kenny Chesney,18/8/2017,
Learn To Let Go,Kesha,18/8/2017,
When It Rains It Pours,Luke Combs,18/8/2017,
The Weekend,SZA,18/8/2017,
Honest,The Chainsmokers,18/8/2017,
Wish I Knew You,The Revivalists,18/8/2017,
Unforgettable,Thomas Rhett,18/8/2017,
OMG,Camila Cabello Featuring Quavo,25/8/2017,
Havana,Camila Cabello Featuring Young Thug,25/8/2017,
B.E.D.,Jacquees,25/8/2017,
Patty Cake,Kodak Black,25/8/2017,
What About Us,P!nk,25/8/2017,
Perplexing Pegasus,Rae Sremmurd,25/8/2017,
Chillin' Like A Villain,"Sofia Carson, Cameron Boyce, Booboo Stewart & Mitchell Hope",25/8/2017,
The Race,Tay-K,25/8/2017,
Fix A Drink,Chris Janson,1/9/2017,
More Girls Like You,Kip Moore,1/9/2017,
I Could Use A Love Song,Maren Morris,1/9/2017,
Silence,Marshmello Featuring Khalid,1/9/2017,
Something New,Wiz Khalifa Featuring Ty Dolla $ign,1/9/2017,
Untouchable,YoungBoy Never Broke Again,1/9/2017,
Questions,Chris Brown,8/9/2017,
I Get The Bag,Gucci Mane Featuring Migos,8/9/2017,
Friends,Justin Bieber + BloodPop,8/9/2017,
Transportin',Kodak Black,8/9/2017,
Roll In Peace,Kodak Black Featuring XXXTENTACION,8/9/2017,
Younger Now,Miley Cyrus,8/9/2017,
Its Every Night Sis,RiceGum Featuring Alissa Violet,8/9/2017,
Look What You Made Me Do,Taylor Swift,8/9/2017,
Tell Me You Love Me,Demi Lovato,15/9/2017,
Sauce It Up,Lil Uzi Vert,15/9/2017,
444+222,Lil Uzi Vert,15/9/2017,
Two,Lil Uzi Vert,15/9/2017,
X,Lil Uzi Vert,15/9/2017,
For Real,Lil Uzi Vert,15/9/2017,
No Sleep Leak,Lil Uzi Vert,15/9/2017,
Dark Queen,Lil Uzi Vert,15/9/2017,
The Way Life Goes,Lil Uzi Vert Featuring Nicki Minaj,15/9/2017,
Neon Guts,Lil Uzi Vert Featuring Pharrell Williams,15/9/2017,
UnFazed,Lil Uzi Vert Featuring The Weeknd,15/9/2017,
Light It Up,Luke Bryan,15/9/2017,
What Lovers Do,Maroon 5 Featuring SZA,15/9/2017,
Jocelyn Flores,XXXTENTACION,15/9/2017,
Everybody Dies In Their Nightmares,XXXTENTACION,15/9/2017,
Revenge,XXXTENTACION,15/9/2017,
Depression & Obsession,XXXTENTACION,15/9/2017,
Save Me,XXXTENTACION,15/9/2017,
Carry On,XXXTENTACION,15/9/2017,
F**k Love,XXXTENTACION Featuring Trippie Redd,15/9/2017,
These Heaux,Bhad Bhabie,22/9/2017,
No Fear,DeJ Loaf,22/9/2017,
Bad At Love,Halsey,22/9/2017,
Greatest Love Story,LANCO,22/9/2017,
Sky Walker,Miguel Featuring Travis Scott,22/9/2017,
...Ready For It?,Taylor Swift,22/9/2017,
I'll Name The Dogs,Blake Shelton,29/9/2017,
Pills And Automobiles,"Chris Brown Featuring Yo Gotti, A Boogie Wit da Hoodie & Kodak Black",29/9/2017,
No Limit,G-Eazy Featuring A$AP Rocky & Cardi B,29/9/2017,
Let Me Go,Hailee Steinfeld & Alesso Featuring Florida Georgia Line & Watt,29/9/2017,
Found You,Kane Brown,29/9/2017,
Love So Soft,Kelly Clarkson,29/9/2017,
Gucci Gang,Lil Pump,29/9/2017,
Too Good At Goodbyes,Sam Smith,29/9/2017,
Dusk Till Dawn,Zayn Featuring Sia,29/9/2017,
Curve,Gucci Mane Featuring The Weeknd,6/10/2017,
Homemade Dynamite,"Lorde Featuring Khalid, Post Malone & SZA",6/10/2017,
Too Much To Ask,Niall Horan,6/10/2017,
Rockstar,Post Malone Featuring 21 Savage,6/10/2017,
Plain Jane,A$AP Ferg Featuring Nicki Minaj,13/10/2017,
Like I Loved You,Brett Young,13/10/2017,
Losing Sleep,Chris Young,13/10/2017,
Round Here Buzz,Eric Church,13/10/2017,
Good Old Days,Macklemore Featuring Kesha,13/10/2017,
I Fall Apart,Post Malone,13/10/2017,
No Promises,A Boogie Wit da Hoodie,20/10/2017,
Say A',A Boogie Wit da Hoodie,20/10/2017,
Undefeated,A Boogie Wit da Hoodie Featuring 21 Savage,20/10/2017,
Beast Mode,A Boogie Wit da Hoodie Featuring PnB Rock & YoungBoy Never Broke Again,20/10/2017,
Hi Bich,Bhad Bhabie,20/10/2017,
Smooth,Florida Georgia Line,20/10/2017,
How Long,Charlie Puth,27/10/2017,
Heaven,Kane Brown,27/10/2017,
Almost Like Praying,Lin-Manuel Miranda Featuring Artists For Puerto Rico,27/10/2017,
Dear Hate,Maren Morris Featuring Vince Gill,27/10/2017,
Lights Down Low,MAX Featuring gnash,27/10/2017,
Too Hotty,"Quavo, Takeoff & Offset",27/10/2017,
Pray,Sam Smith Featuring Logic,27/10/2017,
Mayores,Becky G Featuring Bad Bunny,3/11/2017,
High End,Chris Brown Featuring Future & Young Thug,3/11/2017,
Ask Me How I Know,Garth Brooks,3/11/2017,
Stunting Ain't Nuthin,Gucci Mane Featuring Slim Jxmmi & Young Dolph,3/11/2017,
Let You Down,NF,3/11/2017,
Yours,Russell Dickerson,3/11/2017,
You Broke Up With Me,Walker Hayes,3/11/2017,
Meant To Be,Bebe Rexha & Florida Georgia Line,10/11/2017,
Feed Me Dope,Future,10/11/2017,
4 Da Gang,Future,10/11/2017,
No Cap,Future & Young Thug,10/11/2017,
All Da Smoke,Future & Young Thug,10/11/2017,
Three,Future & Young Thug,10/11/2017,
Patek Water,Future & Young Thug Featuring Offset,10/11/2017,
Bedroom Floor,Liam Payne,10/11/2017,
Candy Paint,Post Malone,10/11/2017,
Wolves,Selena Gomez X Marshmello,10/11/2017,
Gorgeous,Taylor Swift,10/11/2017,
My Choppa Hate N****s,21 Savage & Metro Boomin,17/11/2017,0
Rap Saved Me,"21 Savage, Offset & Metro Boomin Featuring Quavo",17/11/2017,0
Ghostface Killers,"21 Savage, Offset & Metro Boomin Featuring Travis Scott",17/11/2017,0
All On Me,Devin Dawson,17/11/2017,
MotorSport,"Migos, Nicki Minaj & Cardi B",17/11/2017,
Ric Flair Drip,Offset & Metro Boomin,17/11/2017,
Mad Stalkers,"21 Savage, Offset & Metro Boomin",24/11/2017,
Pull Up N Wreck,Big Sean & Metro Boomin Featuring 21 Savage,24/11/2017,
Wait,Maroon 5,24/11/2017,
Lemon,N*E*R*D & Rihanna,24/11/2017,
Nightmare,Offset & Metro Boomin,24/11/2017,
Call It What You Want,Taylor Swift,24/11/2017,
Rubbin Off The Paint,YBN Nahmir,24/11/2017,
Gummo,6ix9ine,1/12/2017,
Walk On Water,Eminem Featuring Beyonce,1/12/2017,
Pick It Up,Famous Dex Featuring A$AP Rocky,1/12/2017,
The Plan,G-Eazy,1/12/2017,
Female,Keith Urban,1/12/2017,
Betrayed,Lil Xan,1/12/2017,
Wanted You,NAV Featuring Lil Uzi Vert,1/12/2017,
Faking It,Calvin Harris Featuring Kehlani & Lil Yachty,8/12/2017,
Awful Things,Lil Peep,8/12/2017,
Echame La Culpa,Luis Fonsi & Demi Lovato,8/12/2017,
Home,"Machine Gun Kelly, X Ambassadors & Bebe Rexha",8/12/2017,
Written In The Sand,Old Dominion,8/12/2017,
Beautiful Trauma,P!nk,8/12/2017,
When We,Tank,8/12/2017,
End Game,Taylor Swift Featuring Ed Sheeran & Future,8/12/2017,
The Rest Of Our Life,Tim McGraw & Faith Hill,8/12/2017,
No Smoke,YoungBoy Never Broke Again,8/12/2017,
Total Eclipse Of The Heart,Chloe Kohanski,15/12/2017,
Krippy Kush,"Farruko, Nicki Minaj, Bad Bunny, 21 Savage & Rvssian",15/12/2017,
Legends,Kelsea Ballerini,15/12/2017,
Codeine Dreaming,Kodak Black Featuring Lil Wayne,15/12/2017,
Perro Fiel,Shakira Featuring Nicky Jam,15/12/2017,
Kooda,6ix9ine,22/12/2017,
Him & I,G-Eazy & Halsey,22/12/2017,
Criminal,Natti Natasha x Ozuna,22/12/2017,
Bella y Sensual,Romeo Santos Featuring Nicky Jam & Daddy Yankee,22/12/2017,
Five More Minutes,Scotty McCreery,22/12/2017,
Marry Me,Thomas Rhett,22/12/2017,
Juice,Yo Gotti,22/12/2017,
Go Legend,Big Sean & Metro Boomin Featuring Travis Scott,29/12/2017,
Never Be The Same,Camila Cabello,29/12/2017,
Untouchable,Eminem,29/12/2017,
My Dawg,Lil Baby,29/12/2017,
Danger,Migos & Marshmello,29/12/2017,
Dark Knight Dummo,Trippie Redd Featuring Travis Scott,29/12/2017,
Bartier Cardi,Cardi B Featuring 21 Savage,5/1/2018,
River,Eminem Featuring Ed Sheeran,5/1/2018,
Modern Slavery,Huncho Jack,5/1/2018,
Black & Chinese,Huncho Jack,5/1/2018,
Huncho Jack,Huncho Jack,5/1/2018,
Motorcycle Patches,Huncho Jack,5/1/2018,
Saint,Huncho Jack,5/1/2018,
Dubai Shit,Huncho Jack Featuring Offset,5/1/2018,
Eye 2 Eye,Huncho Jack Featuring Takeoff,5/1/2018,
Thunder/Young Dumb & Broke (Medley),Imagine Dragons + Khalid,5/1/2018,
Stir Fry,Migos,5/1/2018,
La Modelo,Ozuna x Cardi B,5/1/2018,
Ice Tray,Quavo & Lil Yachty,5/1/2018,
Finesse,Bruno Mars & Cardi B,12/1/2018,
The Greatest Show,"Hugh Jackman, Keala Settle, Zac Efron, Zendaya & The Greatest Showman Ensemble",12/1/2018,
This Is Me,Keala Settle & The Greatest Showman Ensemble,12/1/2018,
Never Enough,Loren Allred,12/1/2018,
Corazon,Maluma X Nego do Borel,12/1/2018,
Best Friend,"Sofi Tukker Featuring NERVO, The Knocks & Alisa Ueno",12/1/2018,
One Foot,WALK THE MOON,12/1/2018,
Rewrite The Stars,Zac Efron & Zendaya,12/1/2018,
I Miss You,Clean Bandit Featuring Julia Michaels,19/1/2018,
Filthy,Justin Timberlake,19/1/2018,
All The Stars,Kendrick Lamar & SZA,19/1/2018,
For You (Fifty Shades Freed),Liam Payne & Rita Ora,19/1/2018,
Nowadays,Lil Skies Featuring Landon Cube,19/1/2018,
Red Roses,Lil Skies Featuring Landon Cube,19/1/2018,
KEKE,"6ix9ine, Fetty Wap & A Boogie Wit da Hoodie",26/1/2018,
The Champion,Carrie Underwood Featuring Ludacris,26/1/2018,
Tequila,Dan + Shay,26/1/2018,
IDGAF,Dua Lipa,26/1/2018,
El Bano,Enrique Iglesias Featuring Bad Bunny,26/1/2018,
King's Dead,"Jay Rock, Kendrick Lamar, Future & James Blake",26/1/2018,
My My My!,Troye Sivan,26/1/2018,
Outside Today,YoungBoy Never Broke Again,26/1/2018,
Mine,Bazzi,2/2/2018,
God's Plan,Drake,2/2/2018,
Diplomatic Immunity,Drake,2/2/2018,
Supplies,Justin Timberlake,2/2/2018,
No Name,NF,2/2/2018,
Rock,Plies,2/2/2018,
Sick Boy,The Chainsmokers,2/2/2018,
You Make It Easy,Jason Aldean,9/2/2018,
Say Something,Justin Timberlake Featuring Chris Stapleton,9/2/2018,
Most People Are Good,Luke Bryan,9/2/2018,
Narcos,Migos,9/2/2018,
Supastars,Migos,9/2/2018,
Gang Gang,Migos,9/2/2018,
Higher We Go (Intro),Migos,9/2/2018,
Auto Pilot,Migos,9/2/2018,
Emoji A Chain,Migos,9/2/2018,
BBO (Bad Bitches Only),Migos Featuring 21 Savage,9/2/2018,
Walk It Talk It,Migos Featuring Drake,9/2/2018,
CC,Migos Featuring Gucci Mane,9/2/2018,
Notice Me,Migos Featuring Post Malone,9/2/2018,
White Sand,"Migos Featuring Travis Scott, Ty Dolla $ign & Big Sean",9/2/2018,
El Farsante,Ozuna & Romeo Santos,9/2/2018,
New Freezer,Rich The Kid Featuring Kendrick Lamar,9/2/2018,
The Middle,"Zedd, Maren Morris & Grey",9/2/2018,
The Long Way,Brett Eldredge,16/2/2018,
Dura,Daddy Yankee,16/2/2018,
Hardaway,Derez De'Shon,16/2/2018,
A Girl Like You,Easton Corbin,16/2/2018,
At The Club,Jacquees X Dej Loaf,16/2/2018,
Singles You Up,Jordan Davis,16/2/2018,
Man Of The Woods,Justin Timberlake,16/2/2018,
Pray For Me,The Weeknd & Kendrick Lamar,16/2/2018,
Look Alive,BlocBoy JB Featuring Drake,23/2/2018,
Black Panther,Kendrick Lamar,23/2/2018,0
Big Shot,Kendrick Lamar & Travis Scott,23/2/2018,
The Ways,Khalid & Swae Lee,23/2/2018,
I Like Me Better,Lauv,23/2/2018,0
Friends,Marshmello & Anne-Marie,23/2/2018,
Plug Walk,Rich The Kid,23/2/2018,
X,"ScHoolboy Q, 2 Chainz & Saudi",23/2/2018,
Paramedic!,SOB X RBE,23/2/2018,0
Get You,Daniel Caesar Featuring Kali Uchis,2/3/2018,
Love Lies,Khalid & Normani,2/3/2018,
Want You Back,5 Seconds Of Summer,9/3/2018,1
Billy,6ix9ine,9/3/2018,
RONDO,6ix9ine Featuring Tory Lanez & Young Thug,9/3/2018,
Booty,Blac Youngsta,9/3/2018,
Break Up In The End,Cole Swindell,9/3/2018,
She's With Me,High Valley,9/3/2018,
Make Me Feel,Janelle Monae,9/3/2018,
44 More,Logic,9/3/2018,
Psycho,Post Malone Featuring Ty Dolla $ign,9/3/2018,
I Lived It,Blake Shelton,16/3/2018,
Tempo,Chris Brown,16/3/2018,
Top Off,"DJ Khaled Featuring JAY Z, Future & B",16/3/2018,
Sativa,Jhene Aiko Featuring Swae Lee Or Rae Sremmurd,16/3/2018,
Stranger Things,Joyner Lucas & Chris Brown,16/3/2018,
Everyday,Logic & Marshmello,16/3/2018,
No Excuses,Meghan Trainor,16/3/2018,
X,Nicky Jam x J Balvin,16/3/2018,
Powerglide,Rae Sremmurd & Juicy J,16/3/2018,
Broken Clocks,SZA,16/3/2018,
Sad!,XXXTENTACION,16/3/2018,
Changes,XXXTENTACION,16/3/2018,
Zombie,Bad Wolves,23/3/2018,
NBAYoungboat,Lil Yachty Featuring NBA YoungBoy,23/3/2018,
66,Lil Yachty Featuring Trippie Redd,23/3/2018,
Boom!,Lil Yachty Featuring Ugly God,23/3/2018,
Contra,Logic,23/3/2018,
Overnight,Logic,23/3/2018,
Midnight,Logic,23/3/2018,
Yuck,Logic,23/3/2018,
BoomTrap Protocol,Logic,23/3/2018,
Wassup,Logic Featuring Big Sean,23/3/2018,
Indica Badu,Logic Featuring Wiz Khalifa,23/3/2018,
Warm It Up,Logic Featuring Young Sinatra,23/3/2018,
Delicate,Taylor Swift,23/3/2018,
Sit Next To Me,Foster The People,30/3/2018,
Freaky Friday,Lil Dicky Featuring Chris Brown,30/3/2018,
Found / Tonight,Lin-Manuel Miranda & Ben Platt,30/3/2018,
One Number Away,Luke Combs,30/3/2018,
In My Blood,Shawn Mendes,30/3/2018,
Everybody Hates Me,The Chainsmokers,30/3/2018,
Moonlight,XXXTENTACION,30/3/2018,
The Remedy For A Broken Heart (Why Am I So In Love),XXXTENTACION,30/3/2018,
Numb,XXXTENTACION,30/3/2018,
Going Down!,XXXTENTACION,30/3/2018,
Infinity (888),XXXTENTACION Featuring Joey Bada$$,30/3/2018,
No Roots,Alice Merton,6/4/2018,
For The First Time,Darius Rucker,6/4/2018,
Japan,Famous Dex,6/4/2018,
Up Down,Morgan Wallen Featuring Florida Georgia Line,6/4/2018,
Say Amen (Saturday Night),Panic! At The Disco,6/4/2018,
Lost In Japan,Shawn Mendes X Zedd,6/4/2018,
Proud,2 Chainz Featuring YG & Offset,13/4/2018,
Be Careful,Cardi B,13/4/2018,
Take Back Home Girl,Chris Lane Featuring Tori Kelly,13/4/2018,
"Woman, Amen",Dierks Bentley,13/4/2018,
Boo'd Up,Ella Mai,13/4/2018,
Focus,H.E.R.,13/4/2018,
Medicine,Queen Naija,13/4/2018,
Call Out My Name,The Weeknd,13/4/2018,
Try Me,The Weeknd,13/4/2018,
Wasted Times,The Weeknd,13/4/2018,
Privilege,The Weeknd,13/4/2018,
I Was Never There,The Weeknd Featuring Gesaffelstein,13/4/2018,
Hurt You,The Weeknd Featuring Gesaffelstein,13/4/2018,
OKRA,"Tyler, The Creator",13/4/2018,
A$AP Forever,A$AP Rocky Featuring Moby,20/4/2018,
One Kiss,Calvin Harris & Dua Lipa,20/4/2018,
Get Up 10,Cardi B,20/4/2018,
Bickenhead,Cardi B,20/4/2018,
Thru Your Phone,Cardi B,20/4/2018,
Money Bag,Cardi B,20/4/2018,
She Bad,Cardi B & YG,20/4/2018,
Best Life,Cardi B Featuring Chance The Rapper,20/4/2018,
Ring,Cardi B Featuring Kehlani,20/4/2018,
Drip,Cardi B Featuring Migos,20/4/2018,
I Do,Cardi B Featuring SZA,20/4/2018,
I Like It,"Cardi B, Bad Bunny & J Balvin",20/4/2018,
Nice For What,Drake,20/4/2018,
Alone,Halsey Featuring Big Sean & Stefflon Don,20/4/2018,
Get Along,Kenny Chesney,20/4/2018,
Barbie Tingz,Nicki Minaj,20/4/2018,
Chun-Li,Nicki Minaj,20/4/2018,
Diamond Teeth Samurai,YoungBoy Never Broke Again,20/4/2018,
Gotti,6ix9ine,27/4/2018,
Cry Pretty,Carrie Underwood,27/4/2018,
Esskeetit,Lil Pump,27/4/2018,
Guatemala,Swae Lee Featuring Slim Jxmmi,27/4/2018,
Anybody,Young Thug Featuring Nicki Minaj,27/4/2018,
Let Me,Zayn,27/4/2018,
No Tears Left To Cry,Ariana Grande,4/5/2018,1
Te Bote,"Casper Magico, Nio Garcia, Darell, Nicky Jam, Ozuna & Bad Bunny",4/5/2018,
Everything's Gonna Be Alright,David Lee Murphy & Kenny Chesney,4/5/2018,
ATM,J. Cole,4/5/2018,
Kevin's Heart,J. Cole,4/5/2018,
KOD,J. Cole,4/5/2018,
Photograph,J. Cole,4/5/2018,
Motiv8,J. Cole,4/5/2018,
1985 (Intro To The Fall Off),J. Cole,4/5/2018,
Brackets,J. Cole,4/5/2018,
Window Pain (Outro),J. Cole,4/5/2018,
Once An Addict (Interlude),J. Cole,4/5/2018,
Intro,J. Cole,4/5/2018,
The Cut Off,J. Cole Featuring kiLL edward,4/5/2018,
Friends,J. Cole Featuring kiLL edward,4/5/2018,
OTW,"Khalid, Ty Dolla $ign & 6LACK",4/5/2018,
Dame Tu Cosita,Pitbull x El Chombo x Karol G Featuring Cutty Ranks,4/5/2018,
Close,Rae Sremmurd & Travis Scott,4/5/2018,
Babe,Sugarland Featuring Taylor Swift,4/5/2018,
Ye vs The People,Kanye West Featuring T.I.,11/5/2018,
Famous,Mason Ramsey,11/5/2018,
Better Now,Post Malone,11/5/2018,
Paranoid,Post Malone,11/5/2018,
Rich & Sad,Post Malone,11/5/2018,
Stay,Post Malone,11/5/2018,
Zack And Codeine,Post Malone,11/5/2018,
Over Now,Post Malone,11/5/2018,
Takin' Shots,Post Malone,11/5/2018,
92 Explorer,Post Malone,11/5/2018,
Otherside,Post Malone,11/5/2018,
Blame It On Me,Post Malone,11/5/2018,
Sugar Wraith,Post Malone,11/5/2018,
Jonestown (Interlude),Post Malone,11/5/2018,
Same Bitches,Post Malone Featuring G-Eazy & YG,11/5/2018,
Ball For Me,Post Malone Featuring Nicki Minaj,11/5/2018,
Spoil My Night,Post Malone Featuring Swae Lee,11/5/2018,
Overdose,YoungBoy Never Broke Again,11/5/2018,
Gucci Flip Flops,Bhad Bhabie Featuring Lil Yachty,18/5/2018,
Mercy,Brett Young,18/5/2018,
Done For Me,Charlie Puth Featuring Kehlani,18/5/2018,
This Is America,Childish Gambino,18/5/2018,
Beautiful Crazy,Luke Combs,18/5/2018,
Youth,Shawn Mendes Featuring Khalid,18/5/2018,
Watch,Travis Scott Featuring Lil Uzi Vert & Kanye West,18/5/2018,
Preach,YoungBoy Never Broke Again,18/5/2018,
Lucid Dreams,Juice WRLD,25/5/2018,
All Girls Are The Same,Juice WRLD,25/5/2018,
Yes Indeed,Lil Baby & Drake,25/5/2018,
Lust,Lil Skies,25/5/2018,
Shoota,Playboi Carti Featuring Lil Uzi Vert,25/5/2018,
Me Niego,Reik Featuring Ozuna & Wisin,25/5/2018,
Back To You,Selena Gomez,25/5/2018,
Don't Go Breaking My Heart,Backstreet Boys,1/6/2018,
Welcome To The Party,"Diplo, French Montana & Lil Pump Featuring Zhavia Ward",1/6/2018,
Change Lanes,Kevin Gates,1/6/2018,
Let It Sing,Kevin Gates,1/6/2018,
Like That,Kris Wu,1/6/2018,
Southside,Lil Baby,1/6/2018,
Life Goes On,Lil Baby Featuring Gunna & Lil Uzi Vert,1/6/2018,
Champion,NAV Featuring Travis Scott,1/6/2018,
Sangria Wine,Pharrell Williams x Camila Cabello,1/6/2018,
Downtown's Dead,Sam Hunt,1/6/2018,
TATI,6ix9ine Featuring DJ SPINKING,8/6/2018,
Praise The Lord (Da Shine),A$AP Rocky Featuring Skepta,8/6/2018,
Lovely,Billie Eilish & Khalid,8/6/2018,
I'm Upset,Drake,8/6/2018,
I Was Jack (You Were Diane),Jake Owen,8/6/2018,
Dinero,Jennifer Lopez Featuring DJ Khaled & Cardi B,8/6/2018,
Girls Like You,Maroon 5 Featuring Cardi B,8/6/2018,
High Hopes,Panic! At The Disco,8/6/2018,
Infrared,Pusha T,8/6/2018,
If You Know You Know,Pusha T,8/6/2018,
The Games We Play,Pusha T,8/6/2018,
What Would Meek Do?,Pusha T Featuring Kanye West,8/6/2018,
Taste,Tyga Featuring Offset,8/6/2018,
Big Bank,"YG Featuring 2 Chainz, Big Sean & Nicki Minaj",8/6/2018,
Youngblood,5 Seconds Of Summer,15/6/2018,
Sin Pijama,Becky G + Natti Natasha,15/6/2018,
Simple,Florida Georgia Line,15/6/2018,
Humility,Gorillaz Featuring George Benson,15/6/2018,
Yikes,Kanye West,15/6/2018,
All Mine,Kanye West,15/6/2018,
Violent Crimes,Kanye West,15/6/2018,
I Thought About Killing You,Kanye West,15/6/2018,
No Mistakes,Kanye West,15/6/2018,
Ghost Town,Kanye West Featuring PARTYNEXTDOOR,15/6/2018,
Wouldn't Leave,Kanye West Featuring PARTYNEXTDOOR,15/6/2018,
Must've Never Met You,Luke Combs,15/6/2018,
Africa,Weezer,15/6/2018,0
Lose It,Kane Brown,22/6/2018,
Reborn,KIDS SEE GHOSTS,22/6/2018,
Feel The Love,KIDS SEE GHOSTS,22/6/2018,
"Freeee (Ghost Town, Pt. 2)",KIDS SEE GHOSTS,22/6/2018,
Fire,KIDS SEE GHOSTS,22/6/2018,
Cudi Montage,KIDS SEE GHOSTS,22/6/2018,
KIDS SEE GHOSTS,KIDS SEE GHOSTS,22/6/2018,
4th Dimension,KIDS SEE GHOSTS Featuring Louis Prima,22/6/2018,
I Know You,Lil Skies Featuring Yung Pinch,22/6/2018,
Rich Sex,Nicki Minaj Featuring Lil Wayne,22/6/2018,
