song,artist,date,loveSong
Party Rock Anthem,LMFAO Featuring Lauren Bennett & GoonRock,11/2/2011,
Shots,LMFAO Featuring Lil Jon,8/1/2010,0
I Love This Life,LOCASH,13/11/2015,
I Know Somebody,LOCASH,16/9/2016,
One Big Country Song,LOCASH,12/6/2020,
Flexicution,Logic,22/7/2016,
Everybody,Logic,21/4/2017,
44 More,Logic,9/3/2018,
Contra,Logic,23/3/2018,
Overnight,Logic,23/3/2018,
Midnight,Logic,23/3/2018,
Yuck,Logic,23/3/2018,
BoomTrap Protocol,Logic,23/3/2018,
Keanu Reeves,Logic,1/2/2019,
Confessions Of A Dangerous Mind,Logic,5/4/2019,
Perfect,Logic,7/8/2020,
Everyday,Logic & Marshmello,16/3/2018,
1-800-273-8255,Logic Featuring Alessia Cara & Khalid,19/5/2017,
Wassup,Logic Featuring Big Sean,23/3/2018,
Black SpiderMan,Logic Featuring Damian Lemar Hudson,5/5/2017,
Homicide,Logic Featuring Eminem,17/5/2019,
One Day,Logic Featuring Ryan Tedder,10/8/2018,
Indica Badu,Logic Featuring Wiz Khalifa,23/3/2018,
Warm It Up,Logic Featuring Young Sinatra,23/3/2018,
The Night We Met,Lord Huron,5/5/2017,
Royals,Lorde,19/7/2013,0
Team,Lorde,11/10/2013,0
Tennis Court,Lorde,18/10/2013,0
Glory And Gore,Lorde,7/3/2014,
Yellow Flicker Beat,Lorde,17/10/2014,
Green Light,Lorde,17/3/2017,
Liability,Lorde,31/3/2017,
Homemade Dynamite,"Lorde Featuring Khalid, Post Malone & SZA",6/10/2017,
Never Enough,Loren Allred,12/1/2018,
Body,Loud Luxury Featuring Brando,11/1/2019,
Back To You,Louis Tomlinson Featuring Bebe Rexha & Digital Farm Animals,11/8/2017,
Angel Eyes,Love And Theft,1/6/2012,
Broken,lovelytheband,27/7/2018,
UP!,LoveRance Featuring IamSu & Skipper or 50 Cent,16/3/2012,
You Sound Good To Me,Lucy Hale,24/1/2014,
How Low,Ludacris,1/1/2010,0
Helluva Night,Ludacris,6/9/2013,
Representin',Ludacris Featuring Kelly Rowland,14/12/2012,
Good Lovin,Ludacris Featuring Miguel,17/4/2015,
My Chick Bad,Ludacris Featuring Nicki Minaj,12/3/2010,0
Sex Room,Ludacris Featuring Trey Songz,11/6/2010,0
Rest Of My Life,Ludacris Featuring Usher & David Guetta,23/11/2012,
Despacito,Luis Fonsi & Daddy Yankee Featuring Justin Bieber,3/2/2017,
Echame La Culpa,Luis Fonsi & Demi Lovato,8/12/2017,
7 Years,Lukas Graham,5/2/2016,
Mama Said,Lukas Graham,5/8/2016,
Love Someone,Lukas Graham,11/1/2019,
Do I,Luke Bryan,1/1/2010,1
Rain Is A Good Thing,Luke Bryan,9/4/2010,0
Someone Else Calling You Baby,Luke Bryan,12/11/2010,1
Country Girl (Shake It For Me),Luke Bryan,6/5/2011,
Drunk On You,Luke Bryan,26/8/2011,
I Don't Want This Night To End,Luke Bryan,14/10/2011,
Kiss Tomorrow Goodbye,Luke Bryan,7/9/2012,
Buzzkill,Luke Bryan,22/3/2013,
Crash My Party,Luke Bryan,26/4/2013,
That's My Kind Of Night,Luke Bryan,30/8/2013,
Drink A Beer,Luke Bryan,22/11/2013,
Play It Again,Luke Bryan,28/3/2014,
Roller Coaster,Luke Bryan,1/8/2014,
I See You,Luke Bryan,12/12/2014,
Games,Luke Bryan,27/3/2015,
Kick The Dust Up,Luke Bryan,5/6/2015,
Strip It Down,Luke Bryan,7/8/2015,
"Huntin', Fishin' & Lovin' Every Day",Luke Bryan,15/4/2016,
Move,Luke Bryan,9/9/2016,
Fast,Luke Bryan,10/2/2017,
Light It Up,Luke Bryan,15/9/2017,
Most People Are Good,Luke Bryan,9/2/2018,
"Sunrise, Sunburn, Sunset",Luke Bryan,13/7/2018,
What Makes You Country,Luke Bryan,11/1/2019,
Knockin' Boots,Luke Bryan,10/5/2019,
What She Wants Tonight,Luke Bryan,8/11/2019,
One Margarita,Luke Bryan,15/5/2020,
Home Alone Tonight,Luke Bryan Featuring Karen Fairchild,11/12/2015,
Hurricane,Luke Combs,3/3/2017,
When It Rains It Pours,Luke Combs,18/8/2017,
One Number Away,Luke Combs,30/3/2018,
Beautiful Crazy,Luke Combs,18/5/2018,
Must've Never Met You,Luke Combs,15/6/2018,
She Got The Best Of Me ,Luke Combs,24/8/2018,
Beer Never Broke My Heart,Luke Combs,17/5/2019,
Even Though I'm Leaving,Luke Combs,21/6/2019,
Better Together,Luke Combs,22/11/2019,
Six Feet Apart,Luke Combs,15/5/2020,
Lovin' On You,Luke Combs,10/7/2020,
Forever After All,Luke Combs,6/11/2020,
The Other Guy,Luke Combs,6/11/2020,
Cold As You,Luke Combs,6/11/2020,
"1, 2 Many",Luke Combs & Brooks & Dunn,27/9/2019,
Without You,Luke Combs Featuring Amanda Shires,2/10/2020,
Does To Me,Luke Combs Featuring Eric Church,27/3/2020,
Soltera,"Lunay, Daddy Yankee & Bad Bunny",24/5/2019,
Bills,LunchMoney Lewis,27/3/2015,
The Show Goes On,Lupe Fiasco,26/11/2010,0
Around My Way (Freedom Ain't Free),Lupe Fiasco,8/6/2012,
Lamborghini Angels,Lupe Fiasco,31/8/2012,
Battle Scars,Lupe Fiasco & Guy Sebastian,14/9/2012,
Old School Love,Lupe Fiasco Featuring Ed Sheeran,20/12/2013,
Beautiful Lasers (2 Ways),Lupe Fiasco Featuring MDMA,25/3/2011,
Words I Never Said,Lupe Fiasco Featuring Skylar Grey,25/2/2011,
Out Of My Head,Lupe Fiasco Featuring Trey Songz,10/6/2011,
Midnight City,M83.,23/3/2012,
Don't Call Me Up,Mabel,5/4/2019,
Donald Trump,Mac Miller,10/6/2011,
Frick Park Market             ,Mac Miller,2/9/2011,
Party On Fifth Ave.,Mac Miller,18/11/2011,
Smile Back,Mac Miller,25/11/2011,
Knock Knock,Mac Miller,6/1/2012,
Loud,Mac Miller,4/5/2012,
100 Grandkids,Mac Miller,28/8/2015,
Self Care,Mac Miller,21/9/2018,
Hurt Feelings,Mac Miller,21/9/2018,
Come Back To Earth,Mac Miller,21/9/2018,
Good News,Mac Miller,24/1/2020,
Blue World,Mac Miller,31/1/2020,
Circles,Mac Miller,31/1/2020,
Complicated,Mac Miller,31/1/2020,
Hand Me Downs,Mac Miller,31/1/2020,
I Can See,Mac Miller,31/1/2020,
Woods,Mac Miller,31/1/2020,
Everybody,Mac Miller,31/1/2020,
Surf,Mac Miller,31/1/2020,
That's On Me,Mac Miller,31/1/2020,
Rap Devil,Machine Gun Kelly,21/9/2018,
Bloody Valentine,Machine Gun Kelly,9/10/2020,
Drunk Face,Machine Gun Kelly,9/10/2020,
Forget Me Too,Machine Gun Kelly & Halsey,9/10/2020,
At My Best,Machine Gun Kelly Featuring Hailee Steinfeld,7/4/2017,
My Ex's Best Friend,Machine Gun Kelly X blackbear,21/8/2020,
Bad Things,Machine Gun Kelly x Camila Cabello,4/11/2016,
Home,"Machine Gun Kelly, X Ambassadors & Bebe Rexha",8/12/2017,
Downtown,"Macklemore & Ryan Lewis Featuring Eric Nally, Melle Mel, Kool Moe Dee & Grandmaster Caz",11/9/2015,
Same Love,Macklemore & Ryan Lewis Featuring Mary Lambert,15/2/2013,
Can't Hold Us,Macklemore & Ryan Lewis Featuring Ray Dalton,15/2/2013,
White Walls,Macklemore & Ryan Lewis Featuring ScHoolboy Q & Hollis,4/10/2013,
Thrift Shop,Macklemore & Ryan Lewis Featuring Wanz,14/9/2012,
Good Old Days,Macklemore Featuring Kesha,13/10/2017,
Glorious,Macklemore Featuring Skylar Grey,28/7/2017,
Girl In A Country Song,Maddie & Tae,15/8/2014,
Fly,Maddie & Tae,31/7/2015,
Die From A Broken Heart,Maddie & Tae,24/4/2020,
Uber Everywhere,MadeinTYO,15/4/2016,
Girls Just Want To Have Fun,Madi Davis,18/12/2015,
B**** I'm Madonna,Madonna Featuring Nicki Minaj,3/7/2015,
Give Me All Your Luvin',Madonna Featuring Nicki Minaj & M.I.A.,17/2/2012,
Lolly,Maejor Ali Featuring Juicy J & Justin Bieber,4/10/2013,
Rude,MAGIC!,9/5/2014,1
Lean On,Major Lazer & DJ Snake Featuring MO,24/4/2015,
Bubble Butt,"Major Lazer Featuring Bruno Mars, Tyga & Mystic",28/6/2013,
Powerful,Major Lazer Featuring Ellie Goulding & Tarrus Riley,9/10/2015,
Cold Water,Major Lazer Featuring Justin Bieber & MO,12/8/2016,
Light It Up,Major Lazer Featuring Nyla & Fuse ODG,1/4/2016,
Run Up,Major Lazer Featuring PARTYNEXTDOOR & Nicki Minaj,17/2/2017,
Know No Better,"Major Lazer Featuring Travis Scott, Camila Cabello & Quavo",23/6/2017,
Felices Los 4,Maluma,2/6/2017,
HP,Maluma,7/6/2019,
Hawai,Maluma & The Weeknd,4/9/2020,
Corazon,Maluma X Nego do Borel,12/1/2018,
El Verdadero Amor Perdona,Mana Featuring Prince Royce,9/12/2011,
Buzzin',Mann,28/1/2011,
Vivir Mi Vida,Marc Anthony,9/8/2013,
You & Me,Marc E. Bassy Featuring G-Eazy,29/7/2016,
My Church,Maren Morris,12/2/2016,
80s Mercedes,Maren Morris,4/11/2016,
I Could Use A Love Song,Maren Morris,1/9/2017,
Rich,Maren Morris,5/10/2018,
GIRL,Maren Morris,1/2/2019,
The Bones,Maren Morris,13/9/2019,
Dear Hate,Maren Morris Featuring Vince Gill,27/10/2017,
Oh Santa!,Mariah Carey,31/12/2010,
All I Want For Christmas Is You,Mariah Carey,21/12/2012,1
You're Mine (Eternal),Mariah Carey,28/2/2014,
Infinity,Mariah Carey,15/5/2015,
#Beautiful,Mariah Carey Featuring Miguel,24/5/2013,
Up Out My Face,Mariah Carey Featuring Nicki Minaj,5/3/2010,0
I Don't,Mariah Carey Featuring YG,24/2/2017,
Down,Marian Hill,3/2/2017,
Ooh Baby,Mario,26/3/2010,0
Uptown Funk!,Mark Ronson Featuring Bruno Mars,28/11/2014,
Nothing Breaks Like A Heart,Mark Ronson Featuring Miley Cyrus,14/12/2018,
Misery,Maroon 5,9/7/2010,1
Give A Little More,Maroon 5,3/9/2010,1
Stutter,Maroon 5,8/10/2010,1
Never Gonna Leave This Bed,Maroon 5,13/5/2011,1
One More Night,Maroon 5,6/7/2012,0
Wipe Your Eyes,Maroon 5,13/7/2012,
Daylight,Maroon 5,21/12/2012,1
Love Somebody,Maroon 5,7/6/2013,1
Maps,Maroon 5,4/7/2014,1
It Was Always You,Maroon 5,15/8/2014,
Animals,Maroon 5,5/9/2014,
Sugar,Maroon 5,30/1/2015,1
This Summer's Gonna Hurt...,Maroon 5,29/5/2015,0
Wait,Maroon 5,24/11/2017,
Memories,Maroon 5,4/10/2019,
Nobody's Love,Maroon 5,7/8/2020,
Girls Like You,Maroon 5 Featuring Cardi B,8/6/2018,
Moves Like Jagger,Maroon 5 Featuring Christina Aguilera,8/7/2011,0
Cold,Maroon 5 Featuring Future,3/3/2017,
Don't Wanna Know,Maroon 5 Featuring Kendrick Lamar,28/10/2016,
Come Away To The Water,Maroon 5 Featuring Rozzi Crane,6/4/2012,
What Lovers Do,Maroon 5 Featuring SZA,15/9/2017,
Payphone,Maroon 5 Featuring Wiz Khalifa,4/5/2012,1
Hope She Cheats On You (With A Basketball Player),Marsha Ambrosius,15/10/2010,0
Far Away,Marsha Ambrosius,1/4/2011,
Alone,Marshmello,4/11/2016,
Friends,Marshmello & Anne-Marie,23/2/2018,
Happier,Marshmello & Bastille,31/8/2018,
OK Not To Be OK,Marshmello & Demi Lovato,25/9/2020,
Be Kind,Marshmello & Halsey,15/5/2020,
One Thing Right,Marshmello & Kane Brown,5/7/2019,
Rescue Me,Marshmello Featuring A Day To Remember,28/6/2019,
Here With Me,Marshmello Featuring CHVRCHES,22/3/2019,
Silence,Marshmello Featuring Khalid,1/9/2017,
Light It Up,"Marshmello, Tyga & Chris Brown",10/5/2019,
Animals,Martin Garrix,4/10/2013,
In The Name Of Love,Martin Garrix & Bebe Rexha,2/9/2016,
Scared To Be Lonely,Martin Garrix & Dua Lipa,17/2/2017,
Ocean,Martin Garrix Featuring Khalid,29/6/2018,
Summer Days,Martin Garrix Featuring Macklemore & Patrick Stump,5/7/2019,
There For You,Martin Garrix x Troye Sivan,16/6/2017,
Hello,Martin Solveig & Dragonette,22/4/2011,
Wrong Baby Wrong,Martina McBride,9/4/2010,0
Teenage Daughters,Martina McBride,24/6/2011,
I'm Gonna Love You Through It,Martina McBride,9/9/2011,
I Am,Mary J. Blige,1/1/2010,1
Mr. Wrong,Mary J. Blige Featuring Drake,3/2/2012,
Secrets,Mary Lambert,19/9/2014,
Walking,Mary Mary,18/3/2011,
Famous,Mason Ramsey,11/5/2018,
Ships In The Night,Mat Kearney,19/8/2011,
She's So Mean,matchbox twenty,29/6/2012,
One Day,Matisyahu,12/3/2010,0
Take Me To Church,Matt McAndrew,5/12/2014,
The Blower's Daughter,Matt McAndrew,19/12/2014,
Make It Rain,Matt McAndrew,26/12/2014,
Wasted Love,Matt McAndrew,2/1/2015,
Lost Stars,Matt McAndrew & Adam Levine,2/1/2015,
Faster,Matt Nathanson,12/8/2011,
Run,Matt Nathanson Featuring Sugarland,25/11/2011,
Prayed For You,Matt Stell,16/8/2019,
Everywhere But On,Matt Stell,18/9/2020,
Hallelujah,Matthew Schuler,29/11/2013,
Lights Down Low,MAX Featuring gnash,27/10/2017,
Bad Habits,Maxwell,1/1/2010,1
Fistful Of Tears,Maxwell,2/4/2010,1
Monster,Meek Mill,20/3/2015,
Lord Knows,Meek Mill,24/7/2015,
On The Regular,Meek Mill,18/11/2016,
Blue Notes,Meek Mill,18/11/2016,
Blessed Up,Meek Mill,18/11/2016,
Issues,Meek Mill,11/8/2017,
Wins & Losses,Meek Mill,11/8/2017,
1942 Flows,Meek Mill,11/8/2017,
Heavy Heart,Meek Mill,11/8/2017,
Intro,Meek Mill,14/12/2018,
Respect The Game,Meek Mill,14/12/2018,
Trauma,Meek Mill,14/12/2018,
Championships,Meek Mill,14/12/2018,
Almost Slipped,Meek Mill,14/12/2018,
Oodles O' Noodles Babies,Meek Mill,14/12/2018,
Otherside Of America,Meek Mill,19/6/2020,
Pay You Back,Meek Mill Featuring 21 Savage,14/12/2018,
On Me,Meek Mill Featuring Cardi B,14/12/2018,
All Eyes On You,Meek Mill Featuring Chris Brown & Nicki Minaj,10/7/2015,
Whatever You Need,Meek Mill Featuring Chris Brown & Ty Dolla $ign,23/6/2017,
Amen,Meek Mill Featuring Drake,6/7/2012,
R.I.C.O.,Meek Mill Featuring Drake,17/7/2015,
Going Bad,Meek Mill Featuring Drake,14/12/2018,
24-Jul,Meek Mill Featuring Ella Mai,14/12/2018,
Uptown Vibes,Meek Mill Featuring Fabolous & Anuel AA,14/12/2018,
Jump Out The Face,Meek Mill Featuring Future,24/7/2015,
Splash Warning,"Meek Mill Featuring Future, Roddy Ricch & Young Thug",14/12/2018,
Dangerous,Meek Mill Featuring Jeremih & PnB Rock,20/7/2018,
Believe,Meek Mill Featuring Justin Timberlake,21/2/2020,
Young & Gettin' It,Meek Mill Featuring Kirko Bangz,9/11/2012,
Tic Tac Toe,Meek Mill Featuring Kodak Black,14/12/2018,
F**k That Check Up,Meek Mill Featuring Lil Uzi Vert,11/8/2017,
Froze,Meek Mill Featuring Lil Uzi Vert & Nicki Minaj,18/11/2016,
Bad For You,Meek Mill Featuring Nicki Minaj,17/7/2015,
The Difference,Meek Mill Featuring Quavo,18/11/2016,
What's Free,Meek Mill Featuring Rick Ross & JAY-Z,14/12/2018,
Letter To Nipsey,Meek Mill Featuring Roddy Ricch,7/2/2020,
Millidelphia,Meek Mill Featuring Swizz Beatz,20/7/2018,
Ima Boss,"Meek Mill Featuring T.I., Birdman, Lil Wayne, DJ Khaled, Rick Ross & Swizz Beatz",24/2/2012,
Litty,Meek Mill Featuring Tory Lanez,18/11/2016,
We Ball,Meek Mill Featuring Young Thug,11/8/2017,
Offended,Meek Mill Featuring Young Thug & 21 Savage,18/11/2016,
Big Ole Freak,Megan Thee Stallion,19/4/2019,
B.I.T.C.H.,Megan Thee Stallion,7/2/2020,
Captain Hook,Megan Thee Stallion,20/3/2020,
Savage,Megan Thee Stallion,27/3/2020,
Girls In The Hood,Megan Thee Stallion,10/7/2020,
Cash Shit,Megan Thee Stallion Featuring DaBaby,5/7/2019,
Don't Stop,Megan Thee Stallion Featuring Young Thug,16/10/2020,
Hot Girl Summer,"Megan Thee Stallion, Nicki Minaj & Ty Dolla $ign",23/8/2019,
Change My Mind,Meghan Linsey,5/6/2015,
All About That Bass,Meghan Trainor,25/7/2014,
Dear Future Husband,Meghan Trainor,26/9/2014,
Lips Are Movin,Meghan Trainor,7/11/2014,
Title,Meghan Trainor,9/1/2015,
No,Meghan Trainor,25/3/2016,
Me Too,Meghan Trainor,3/6/2016,
No Excuses,Meghan Trainor,16/3/2018,
Like I'm Gonna Lose You,Meghan Trainor Featuring John Legend,24/7/2015,
Nice To Meet Ya,Meghan Trainor Featuring Nicki Minaj,14/2/2020,
It Kills Me,Melanie Fiona,1/1/2010,1
4:00 am,Melanie Fiona,17/2/2012,
Seven Nation Army,Melanie Martinez,7/12/2012,
Too Close,Melanie Martinez,14/12/2012,
Don't Come Out The House,Metro Boomin Featuring 21 Savage,16/11/2018,
10 Freaky Girls,Metro Boomin Featuring 21 Savage,16/11/2018,
Space Cadet,Metro Boomin Featuring Gunna,16/11/2018,
No Complaints,Metro Boomin Featuring Offset & Drake,14/7/2017,
Dreamcatcher,Metro Boomin Featuring Swae Lee & Travis Scott,16/11/2018,
Overdue,Metro Boomin Featuring Travis Scott,16/11/2018,
Up To Something,Metro Boomin Featuring Travis Scott & Young Thug,16/11/2018,
No More,"Metro Boomin Featuring Travis Scott, Kodak Black & 21 Savage",16/11/2018,
Wild Boy,MGK Featuring Waka Flocka Flame,27/1/2012,
Haven't Met You Yet,Michael Buble,1/1/2010,1
Hollywood,Michael Buble,24/9/2010,0
It's Beginning To Look A Lot Like Christmas,Michael Buble,16/12/2011,
It's A Beautiful Day,Michael Buble,15/3/2013,
Thriller,Michael Jackson,15/11/2013,0
Billie Jean,Michael Jackson,6/6/2014,1
Slave To The Rhythm,Michael Jackson,6/6/2014,0
Love Never Felt So Good,Michael Jackson & Justin Timberlake,16/5/2014,1
Hold My Hand,Michael Jackson Duet With Akon,3/12/2010,
Kiss You In The Morning,Michael Ray,12/6/2015,
Think A Little Less,Michael Ray,13/1/2017,
One That Got Away,Michael Ray,1/3/2019,
Ai Se Eu Te Pego,Michel Telo,13/4/2012,
I Knew You Were Trouble,Michelle Chamuel,21/6/2013,
Why,Michelle Chamuel,5/7/2013,
Drinkin' Problem,Midland,26/5/2017,
Burn Out,Midland,11/1/2019,
Versace,Migos,20/9/2013,
Fight Night,Migos,25/7/2014,
Handsome And Wealthy,Migos,10/10/2014,
Look At My Dab,Migos,11/3/2016,
T-Shirt,Migos,3/2/2017,
Call Casting,Migos,17/2/2017,
Get Right Witcha,Migos,17/2/2017,
Stir Fry,Migos,5/1/2018,
Narcos,Migos,9/2/2018,
Supastars,Migos,9/2/2018,
Gang Gang,Migos,9/2/2018,
Higher We Go (Intro),Migos,9/2/2018,
Auto Pilot,Migos,9/2/2018,
Emoji A Chain,Migos,9/2/2018,
Danger,Migos & Marshmello,29/12/2017,
BBO (Bad Bitches Only),Migos Featuring 21 Savage,9/2/2018,
Culture,Migos Featuring DJ Khaled,17/2/2017,
Walk It Talk It,Migos Featuring Drake,9/2/2018,
Slippery,Migos Featuring Gucci Mane,17/2/2017,
CC,Migos Featuring Gucci Mane,9/2/2018,
Bad And Boujee,Migos Featuring Lil Uzi Vert,2/12/2016,
Notice Me,Migos Featuring Post Malone,9/2/2018,
Kelly Price,Migos Featuring Travis Scott,17/2/2017,
White Sand,"Migos Featuring Travis Scott, Ty Dolla $ign & Big Sean",9/2/2018,
Need It,Migos Featuring YoungBoy Never Broke Again,5/6/2020,
MotorSport,"Migos, Nicki Minaj & Cardi B",17/11/2017,
g n f (Give No Fxk),"Migos, Young Thug & Travis Scott",28/2/2020,
Sure Thing,Miguel,25/3/2011,
Quickie,Miguel,5/8/2011,
Adorn,Miguel,17/8/2012,
How Many Drinks?,Miguel,3/5/2013,
Coffee,Miguel,22/5/2015,
All I Want Is You,Miguel Featuring J. Cole,1/10/2010,1
Sky Walker,Miguel Featuring Travis Scott,22/9/2017,
Popular Song,MIKA Featuring Ariana Grande,20/9/2013,
Cooler Than Me,Mike Posner,14/5/2010,0
Please Don't Go,Mike Posner,8/10/2010,1
I Took A Pill In Ibiza,Mike Posner,5/2/2016,0
Bow Chicka Wow Wow,Mike Posner Featuring Lil Wayne,11/3/2011,
23,"Mike WiLL Made-It Featuring Miley Cyrus, Wiz Khalifa & Juicy J",27/9/2013,
Nothing Is Promised,Mike WiLL Made-It x Rihanna,24/6/2016,
What That Speed Bout!?,"Mike WiLL Made-It, Nicki Minaj & YoungBoy Never Broke Again",20/11/2020,
Party In The U.S.A.,Miley Cyrus,1/1/2010,0
When I Look At You,Miley Cyrus,29/1/2010,1
Can't Be Tamed,Miley Cyrus,4/6/2010,0
Stay,Miley Cyrus,9/7/2010,1
We Can't Stop,Miley Cyrus,21/6/2013,
Wrecking Ball,Miley Cyrus,6/9/2013,1
Adore You,Miley Cyrus,25/10/2013,
Drive,Miley Cyrus,25/10/2013,
Someone Else,Miley Cyrus,25/10/2013,
Malibu,Miley Cyrus,26/5/2017,
Younger Now,Miley Cyrus,8/9/2017,
Mother's Daughter,Miley Cyrus,14/6/2019,
Slide Away,Miley Cyrus,30/8/2019,
Midnight Sky,Miley Cyrus,28/8/2020,
Stolen Dance,Milky Chance,8/8/2014,
Mrs. Right,Mindless Behavior Featuring Diggy,26/8/2011,
Kissin U,Miranda Cosgrove,23/4/2010,1
Dancing Crazy,Miranda Cosgrove,1/4/2011,
White Liar,Miranda Lambert,1/1/2010,0
The House That Built Me,Miranda Lambert,9/4/2010,0
Only Prettier,Miranda Lambert,17/9/2010,0
Heart Like Mine,Miranda Lambert,25/2/2011,
Baggage Claim,Miranda Lambert,26/8/2011,
Over You,Miranda Lambert,18/11/2011,
Fastest Girl In Town,Miranda Lambert,10/8/2012,
Mama's Broken Heart,Miranda Lambert,8/2/2013,
All Kinds Of Kinds,Miranda Lambert,25/10/2013,
Automatic,Miranda Lambert,28/2/2014,
Little Red Wagon,Miranda Lambert,27/2/2015,
Vice,Miranda Lambert,5/8/2016,
Tin Man,Miranda Lambert,21/4/2017,
It All Comes Out In The Wash,Miranda Lambert,15/11/2019,
Bluebird,Miranda Lambert,17/4/2020,
Somethin' Bad,Miranda Lambert Duet With Carrie Underwood,6/6/2014,
Work It,"Missy ""Misdemeanor"" Elliott",20/2/2015,
Get Ur Freak On,"Missy ""Misdemeanor"" Elliott",20/2/2015,
I'm Better,Missy Elliott Featuring Lamb,17/2/2017,
WTF (Where They From),Missy Elliott Featuring Pharrell Williams,27/11/2015,
Drunk Me,Mitchell Tenpenny,10/8/2018,
Classic,MKTO,28/2/2014,
24,Money Man Featuring Lil Baby,28/8/2020,
Me Vs Me,Moneybagg Yo,22/5/2020,
Said Sum,Moneybagg Yo,17/7/2020,
Protect da Brand,Moneybagg Yo Featuring DaBaby,24/1/2020,
U Played,MoneyBagg Yo Featuring Lil Baby,17/1/2020,
All Dat,Moneybagg Yo X Megan Thee Stallion,25/10/2019,
Everything To Me,Monica,26/2/2010,1
Love All Over Me,Monica,30/7/2010,1
Where I Come From,Montgomery Gentry,20/1/2012,
Kiss Somebody,Morgan Evans,13/7/2018,
Whiskey Glasses,Morgan Wallen,15/3/2019,
Chasin' You,Morgan Wallen,7/2/2020,
More Than My Hometown,Morgan Wallen,1/5/2020,
7 Summers,Morgan Wallen,28/8/2020,
Up Down,Morgan Wallen Featuring Florida Georgia Line,6/4/2018,
Waves,Mr. Probz,5/9/2014,
B*tch From da Souf,Mulatto,21/8/2020,
Little Lion Man,Mumford & Sons,27/8/2010,0
The Cave,Mumford & Sons,18/2/2011,
I Will Wait,Mumford & Sons,24/8/2012,
Babel,Mumford & Sons,12/10/2012,
Lover's Eyes,Mumford & Sons,12/10/2012,
Whispers In The Dark,Mumford & Sons,12/10/2012,
Holland Road,Mumford & Sons,12/10/2012,
Ghosts That We Knew,Mumford & Sons,12/10/2012,
Lover Of The Light,Mumford & Sons,19/10/2012,
Hopeless Wanderer,Mumford & Sons,23/8/2013,
Believe,Mumford & Sons,27/3/2015,
Uprising,Muse,1/1/2010,0
Neutron Star Collision (Love Is Forever),Muse,4/6/2010,1
Madness,Muse,7/9/2012,
Pure Water,Mustard & Migos,1/2/2019,
Ballin',Mustard & Roddy Ricch,2/8/2019,
Baguettes In The Face,"Mustard featuring NAV, Playboi Carti & A Boogie Wit da Hoodie",26/7/2019,
Na Na Na (Na Na Na Na Na Na Na Na Na),My Chemical Romance,15/10/2010,0
Sing,My Chemical Romance,25/2/2011,
Porn Star Dancing,My Darkest Days Featuring Zakk Wylde,5/11/2010,0
Lemon,N*E*R*D & Rihanna,24/11/2017,
Straight Outta Compton,N.W.A,4/9/2015,
Spicy,Nas Featuring Fivio Foreign & A$AP Ferg,4/9/2020,
Cop Shot The Kid,Nas Featuring Kanye West,29/6/2018,
The Christmas Song (Merry Christmas To You),Nat King Cole,3/1/2014,
Somebody,Natalie La Rose Featuring Jeremih,6/2/2015,
Strip Me,Natasha Bedingfield,5/11/2010,0
Nothing Without Love,Nate Ruess,8/5/2015,
Criminal,Natti Natasha x Ozuna,22/12/2017,
Runnin' (Lose It All),Naughty Boy Featuring Beyonce & Arrow Benjamin,9/10/2015,
La La La,Naughty Boy Featuring Sam Smith,7/3/2014,
Don't Need Friends,NAV Featuring Lil Baby,20/11/2020,
Wanted You,NAV Featuring Lil Uzi Vert,1/12/2017,
Tap,NAV Featuring Meek Mill,5/4/2019,
Price On My Head,NAV Featuring The Weeknd,5/4/2019,
Champion,NAV Featuring Travis Scott,1/6/2018,
Young Wheezy,NAV With Gunna,20/11/2020,
Turks,"NAV, Gunna & Travis Scott",10/4/2020,
Brother,NEEDTOBREATHE Featuring Gavin DeGraw,17/7/2015,
Just A Dream,Nelly,3/9/2010,1
The Champ,Nelly,13/1/2012,
Hey Porsche,Nelly,8/3/2013,
Die A Happy Man,Nelly,26/2/2016,
The Fix,Nelly Featuring Jeremih,4/9/2015,
Liv Tonight,Nelly Featuring Keri Hilson,3/12/2010,
Move That Body,Nelly Featuring T-Pain & Akon,29/10/2010,0
Animal,Neon Trees,18/6/2010,1
Everybody Talks,Neon Trees,30/3/2012,1
Sleeping With A Friend,Neon Trees,14/3/2014,0
Promises,NERO,13/7/2012,
Better With The Lights Off,New Boyz Feat. Chris Brown,20/5/2011,
Break My Bank,New Boyz Featuring Iyaz,30/7/2010,0
Tie Me Down,New Boyz Featuring Ray J,1/1/2010,0
Backseat,New Boyz Featuring The Cataracs & Dev,4/3/2011,
Sick,New Hollow,19/11/2010,1
Boyfriend,New Hollow,11/2/2011,
Beautiful Monster,Ne-Yo,25/6/2010,0
Champagne Life,Ne-Yo,6/8/2010,0
One In A Million,Ne-Yo,12/11/2010,1
Let Me Love You (Until You Learn To Love Yourself),Ne-Yo,17/8/2012,
U 2 Luv,Ne-Yo & Jeremih,9/10/2020,
She Knows,Ne-Yo Featuring Juicy J,28/11/2014,
Let You Down,NF,3/11/2017,
No Name,NF,2/2/2018,
Lie,NF,3/8/2018,
The Search,NF,14/6/2019,
When I Grow Up,NF,12/7/2019,
Time,NF,26/7/2019,
Leave Me Alone,NF,9/8/2019,
This Town,Niall Horan,14/10/2016,
Slow Hands,Niall Horan,19/5/2017,
Too Much To Ask,Niall Horan,6/10/2017,
Nice To Meet Ya,Niall Horan,18/10/2019,
